seed	co-occurence	time span	freq	total token timespan
prijeten	skrben	not-available	4	14484352
strupen	ta	not-available	77	14484352
strupen	droben	not-available	12	14484352
prijeten	vreden	not-available	6	14484352
prijeten	bog	not-available	115	14484352
prijeten	človek	not-available	119	14484352
gnil	gol	not-available	8	14484352
gnil	kakor	not-available	32	14484352
dišava	prodati	not-available	6	14484352
duhati	tvoj	not-available	48	14484352
duhati	blag	not-available	8	14484352
duhati	izbran	not-available	6	14484352
dišati	njen	not-available	17	14484352
dišati	sladkost	not-available	6	14484352
duhati	zdražljiv	not-available	6	14484352
prijeten	težaven	not-available	5	14484352
prijeten	pa	not-available	257	14484352
smrad	iti	not-available	12	14484352
smrad	oda	not-available	16	14484352
smrad	on	not-available	54	14484352
duh	gora	not-available	27	14484352
duh	bedro	not-available	6	14484352
dišeč	biti	not-available	94	14484352
dišeč	zunaj	not-available	6	14484352
dišeč	ves	not-available	15	14484352
dišeč	in	not-available	190	14484352
prijeten	omikan	not-available	8	14484352
oster	roka	not-available	38	14484352
duhati	narod	not-available	9	14484352
strupen	že	not-available	8	14484352
strupen	tisoč	not-available	4	14484352
strupen	let	not-available	8	14484352
strupen	zob	not-available	19	14484352
prijeten	ljub	not-available	33	14484352
prijeten	duh	not-available	113	14484352
duh	prijeten	not-available	109	14484352
duhati	reka	not-available	6	14484352
duhati	jordan	not-available	4	14484352
oster	prvi	not-available	13	14484352
duhati	zaslužiti	not-available	6	14484352
oster	gledati	not-available	45	14484352
prijeten	hlad	not-available	97	14484352
umazan	krčma	not-available	13	14484352
umazan	ki	not-available	69	14484352
duhati	ognjen	not-available	6	14484352
duhati	perut	not-available	20	14484352
duhati	ker	not-available	25	14484352
smrad	hiša	not-available	10	14484352
umazan	moči	not-available	9	14484352
smrdeti	znamenje	not-available	4	14484352
smrdeti	da	not-available	17	14484352
oster	sodba	not-available	79	14484352
oster	gospod	not-available	8	14484352
duh	božji	not-available	78	14484352
umazan	psovati	not-available	4	14484352
umazan	drug	not-available	8	14484352
duhati	obseden	not-available	9	14484352
duhati	hudoben	not-available	106	14484352
dišati	smrt	not-available	8	14484352
dišati	še	not-available	75	14484352
dišati	veter	not-available	9	14484352
duhati	že	not-available	19	14484352
duhati	kakor	not-available	75	14484352
duhati	roža	not-available	11	14484352
prijeten	tudi	not-available	131	14484352
duh	kip	not-available	11	14484352
duh	proti	not-available	12	14484352
duh	nebo	not-available	14	14484352
duhati	beseda	not-available	49	14484352
duhati	človeški	not-available	58	14484352
duhati	raven	not-available	20	14484352
oster	srce	not-available	34	14484352
vonj	dober	not-available	5	14484352
vonj	mil	not-available	4	14484352
oster	storiti	not-available	8	14484352
duh	odsoten	not-available	5	14484352
prijeten	popotovati	not-available	5	14484352
dišati	kriti	not-available	6	14484352
dišati	tak	not-available	108	14484352
dišati	nežen	not-available	9	14484352
duh	mati	not-available	15	14484352
prijeten	prijatelj	not-available	8	14484352
prijeten	ugledati	not-available	7	14484352
prijeten	črn	not-available	8	14484352
duh	trava	not-available	8	14484352
duh	doba	not-available	32	14484352
duhati	vesel	not-available	11	14484352
duh	toda	not-available	20	14484352
smrad	drobec	not-available	7	14484352
prijeten	saj	not-available	11	14484352
duhati	krasen	not-available	19	14484352
oster	svarilo	not-available	23	14484352
prijeten	še	not-available	111	14484352
smrad	ali	not-available	19	14484352
smrad	nenavaden	not-available	4	14484352
duhati	sovražnik	not-available	5	14484352
dišati	omamneje	not-available	8	14484352
duhati	božji	not-available	52	14484352
duhati	pokoren	not-available	4	14484352
duhati	navzeti	not-available	60	14484352
oster	govoriti	not-available	26	14484352
dišati	bel	not-available	17	14484352
oster	paziti	not-available	91	14484352
oster	ves	not-available	95	14484352
oster	kar	not-available	22	14484352
dišeč	kiselast	not-available	8	14484352
dišeč	par	not-available	12	14484352
dišeč	ki	not-available	37	14484352
dišeč	se	not-available	57	14484352
duh	če	not-available	29	14484352
duh	vražen	not-available	4	14484352
duh	beseda	not-available	21	14484352
duh	zgrabiti	not-available	11	14484352
dišati	kakor	not-available	105	14484352
prijeten	gorica	not-available	4	14484352
prijeten	vinograd	not-available	10	14484352
prijeten	stoja	not-available	3	14484352
duh	mraz	not-available	4	14484352
duh	napolniti	not-available	14	14484352
duh	zrak	not-available	15	14484352
dišava	lep	not-available	4	14484352
dišava	jesti	not-available	45	14484352
dišava	ves	not-available	15	14484352
duh	lep	not-available	48	14484352
smrad	nevaren	not-available	3	14484352
smrad	obrten	not-available	4	14484352
smrad	način	not-available	6	14484352
prijeten	leša	not-available	4	14484352
dišati	leša	not-available	6	14484352
oster	zapovedati	not-available	31	14484352
duh	prepir	not-available	7	14484352
dišati	star	not-available	10	14484352
dišati	vino	not-available	64	14484352
dišati	iz	not-available	62	14484352
dišati	brušen	not-available	6	14484352
oster	vendar	not-available	39	14484352
oster	ne	not-available	173	14484352
oster	trd	not-available	57	14484352
vonj	vzdigati	not-available	4	14484352
oster	orožje	not-available	39	14484352
prijeten	nikoli	not-available	12	14484352
duhati	vedno	not-available	24	14484352
duh	oživljati	not-available	11	14484352
prijeten	naglas	not-available	5	14484352
prijeten	sem	not-available	98	14484352
prijeten	stati	not-available	9	14484352
prijeten	na	not-available	271	14484352
duh	pravi	not-available	73	14484352
duh	tempelj	not-available	5	14484352
oster	oda	not-available	106	14484352
oster	srenje	not-available	4	14484352
dišati	žveplo	not-available	10	14484352
oster	voziti	not-available	4	14484352
dišeč	draginja	not-available	3	14484352
dišeč	poln	not-available	7	14484352
dišeč	predel	not-available	5	14484352
strupen	jesti	not-available	277	14484352
dišati	obraz	not-available	12	14484352
strupen	in	not-available	262	14484352
strupen	razločiti	not-available	5	14484352
strupen	jaz	not-available	36	14484352
strupen	razumeti	not-available	3	14484352
dišati	žganje	not-available	27	14484352
